"","gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score","IQ"
"1","female","group C","some college","standard","none",0.434808386221356,0.474254394358546,0.66093173566014,-0.834278899737917
"2","female","group C","associate's degree","standard","none",-0.177350224607689,-0.0990254760775907,0.131229865447231,-1.21050133490107
"3","female","group D","some college","free/reduced","none",0.830732890968171,1.3762806908055,1.22086735347592,-0.469815363427839
"4","female","group D","master's degree","standard","completed",0.229910676154168,0.00164974392770421,0.403753499342523,0.884628599065747
"5","female","group A","high school","standard","none",-0.769075546067316,0.226037203764216,0.330244044001903,-0.629647486548174
"6","female","group C","some college","standard","none",-0.779469421525841,-1.47232133444352,-1.06059735956978,0.812079243812588
"7","female","group E","bachelor's degree","standard","none",-1.94171989442298,-1.65586790523129,-1.97436616604719,-2.5420569646729
"8","female","group E","associate's degree","standard","none",1.16461267129286,1.78257112443192,1.59405914968724,-0.287555716696685
"9","female","group C","associate's degree","standard","none",1.63823936975249,1.16709264689598,1.06318737430917,1.37392583480472
"10","female","group C","associate's degree","standard","none",-0.955273703827679,-0.945588610045234,-0.726391417909928,-0.208173309554679
"11","female","group B","bachelor's degree","free/reduced","none",0.775227885413568,0.803655353831544,0.528506054941237,-0.416151312734606
"12","female","group C","some college","standard","completed",-0.223911926952127,0.536965643150332,0.795737682627174,-0.465404557035542
"13","female","group B","some college","standard","none",-0.195664433173836,-0.311303082877307,-0.460341038245514,-0.714070394039774
"14","female","group E","high school","standard","none",0.588124124215685,1.08020857876916,0.728874939678488,-1.09968030865545
"15","female","group C","some high school","standard","none",0.211090300480581,0.232313808829714,0.331481030532205,1.02539839173649
"16","female","group A","high school","standard","completed",0.137286810422947,0.725398474669411,0.552105101568269,-0.363993983811968
"17","female","group D","some high school","standard","completed",-0.142071112267773,-0.544956990425039,0.39609033204491,2.33978825774065
"18","female","group E","associate's degree","standard","none",-0.499421822135157,-0.483611301379763,0.0650278721799193,-0.0592762916365678
"19","female","group D","associate's degree","free/reduced","none",-2.65955312479754,-2.68081776931215,-1.98757450463002,-0.411739927188007
"20","female","group B","high school","standard","none",-0.109047569716375,-0.281081757952682,-0.396872334784466,1.72831825345792
"21","female","group C","high school","standard","completed",-0.410462862152243,-0.399776646468412,0.39615815439291,-0.357075839211853
"22","female","group C","some high school","standard","none",-0.0685077714506361,-0.0693353064355132,0.52850614321882,1.02638637657335
"23","female","group C","high school","free/reduced","none",-0.855258624409758,0.210588054739572,-0.263446630068763,1.9298480301243
"24","female","group B","some high school","free/reduced","completed",-0.190408667692624,0.584939102492246,0.746441338354258,-2.33469476822704
"25","female","group E","associate's degree","standard","none",1.40262263878327,1.72562972979293,1.78654732868142,0.365013574867634
"26","female","group D","some college","standard","completed",1.05562498206607,1.89676556659086,1.85276031475581,-0.917736089854579
"27","female","group C","bachelor's degree","free/reduced","none",0.0562656908829046,0.271349765186898,0.265972234026323,-0.0905604546605467
"28","female","group C","high school","free/reduced","none",-0.270322248504709,-0.155816302195027,-0.256754095758646,0.55340665703385
"29","female","group C","bachelor's degree","standard","completed",-0.678030816789749,0.812194681648046,0.299877317661997,-0.188824963866511
"30","female","group A","high school","standard","none",-0.338931714905307,0.0193913645298826,-0.329583321436905,-0.366197800896901
"31","female","group B","associate's degree","free/reduced","none",-0.839558430686764,-0.317040789403519,-0.199817511329444,1.12863515180607
"32","female","group E","some college","standard","completed",0.00304876136596231,0.328943002699099,0.329867957132538,1.04291660557817
"33","female","group C","some college","standard","completed",1.43606959540181,1.66343123452179,1.66218063531783,-1.17724042307634
"34","female","group D","bachelor's degree","free/reduced","none",-2.45034337368472,-1.94840606396322,-1.38640131569365,1.22236780051715
"35","female","group E","some high school","free/reduced","none",-1.90190301505748,-1.45883845459179,-1.52393494994985,-0.311930649669549
"36","female","group D","associate's degree","free/reduced","none",-1.30518743869592,-0.940362975087681,-0.729533329576871,-2.35944259842094
"37","female","group C","high school","standard","none",0.407973449811633,0.822740329768551,0.462293534968168,1.0153130502187
"38","female","group D","some college","free/reduced","none",0.294668061489963,0.950580340373886,1.01010607518564,-0.62796403817857
"39","female","group A","associate's degree","free/reduced","none",-1.94571504076132,-0.941071220061111,-0.795458440292421,0.3541285506543
"40","female","group C","bachelor's degree","standard","none",0.0778633987581159,-0.0367280066345034,0.466434323579807,1.27612642923174
"41","female","group C","some college","standard","none",1.04234221738767,1.46838364484492,1.7204519389949,-0.289188211099336
"42","female","group B","some college","free/reduced","none",-0.329554338251212,-0.162451466613212,-0.132839986518821,-0.271922423288832
"43","female","group D","associate's degree","standard","completed",1.41745498224577,1.59758808435026,1.78654730951429,2.72728224570172
"44","female","group D","some high school","free/reduced","completed",-2.0528028619726,-1.04872823696471,-0.526196362730454,-1.54393484691523
"45","female","group C","some college","free/reduced","none",0.709148245059003,1.46679624175673,1.52169761604527,2.20062501026248
"46","female","group C","some college","standard","completed",1.40700194606161,1.36028001447121,1.73182116328351,-1.1951495387436
"47","female","group E","some college","standard","completed",-0.214197592886802,0.302529161230058,0.132005556184224,0.733355952270562
"48","female","group A","bachelor's degree","standard","none",-1.01994541554509,-1.29822542060174,-1.12681138742428,0.828915709811863
"49","female","group E","master's degree","standard","completed",1.83570488272329,2.00018315643268,2.11766056810808,1.36230400741685
"50","female","group A","some high school","standard","completed",1.68416610943184,2.20590578911915,1.92120973819041,1.11000124646833
"51","female","group C","associate's degree","free/reduced","completed",-0.683187793164083,-0.0457849697351912,0.194870080524228,-0.795564592504986
"52","female","group B","bachelor's degree","free/reduced","none",0.719311836134428,1.08932365116916,1.25685220108768,0.534928586474472
"53","female","group D","associate's degree","standard","none",1.05970160482664,1.81268214193224,1.58721745098676,-0.745352080439333
"54","female","group E","some college","free/reduced","completed",0.60297044463005,1.23228563539091,1.12718034574762,2.20782436992955
"55","female","group C","associate's degree","standard","none",0.990117965264347,0.492910780039688,0.728366471620444,0.683230866645096
"56","female","group A","some high school","free/reduced","none",-1.50398127193095,-0.448483616636687,-0.660910010635169,-0.427803620113915
"57","female","group D","some high school","standard","none",-0.987100348497544,-0.448027094516101,-0.46030954416004,-1.172062367376
"58","female","group E","master's degree","standard","none",-0.257203997213534,-0.0530102045455121,-0.00119552273156095,-0.78770970455098
"59","female","group C","high school","free/reduced","none",-1.6102593497187,-0.488269195715422,-0.526437759343182,-0.71339399718773
"60","female","group C","some high school","free/reduced","none",-1.23525551676912,-0.777037408889085,-1.06059867604709,-0.6520936444016
"61","female","group E","bachelor's degree","standard","none",2.25457445180815,2.09055694174766,2.11779222781221,0.109633298090371
"62","female","group B","high school","standard","completed",0.151864791055693,1.00260857355583,0.660931433649688,-0.349771789075669
"63","female","group C","bachelor's degree","free/reduced","completed",-1.56355325533649,-1.27743294201288,-0.926750787247616,-0.937378823860024
"64","female","group B","some college","free/reduced","none",-1.39304774769191,-1.19569474760562,-0.861949592053869,-0.587580169130488
"65","female","group D","associate's degree","standard","none",0.294385013920421,0.0666654974990946,0.396150389988385,-0.904553537490221
"66","female","group D","some college","standard","completed",1.28070401963157,1.09152289944748,1.98518781749412,0.153232375389405
"67","female","group E","bachelor's degree","standard","none",-0.173294264651636,0.312241255800866,0.221732219362823,0.354714741912523
"68","female","group B","high school","standard","none",-0.288520051357974,-0.471117111945972,-0.31831133565048,1.13970235864711
"69","female","group E","some high school","standard","none",0.706010108722721,0.689299708938866,0.801730665186022,-0.789877539796766
"70","female","group B","high school","standard","none",0.547211956948497,0.315902686476246,0.263662821136655,0.353067527930341
"71","female","group C","master's degree","free/reduced","none",-1.71536715260744,-0.777670946993895,-0.922065119401035,-0.168935856036514
"72","female","group B","associate's degree","free/reduced","completed",0.147857678681172,0.59927163590974,0.793359177900418,0.144661815638643
"73","female","group C","some college","standard","none",-0.176748455356597,0.478041416871679,0.396080882069982,-0.22713418208765
"74","female","group E","some high school","free/reduced","none",0.380615757785485,0.696698891239917,0.594718760131883,0.587982009727183
"75","female","group B","high school","free/reduced","none",-1.84401481114859,-0.633613953779256,-1.192776792077,0.0814462487585408
"76","female","group C","some college","standard","completed",0.350303428043689,0.0945403988634715,0.793356827836385,-0.72367394905938
"77","female","group B","associate's degree","free/reduced","none",-0.907826761194005,0.451624454521777,0.132835466040194,0.737462918669415
"78","female","group E","bachelor's degree","free/reduced","none",-0.328223893751774,-0.766008314446295,-0.398471486080793,0.298643863012435
"79","female","group C","some college","standard","none",-0.801198886905452,-0.35143383505164,-0.199833627952158,-1.98222492738856
"80","female","group E","bachelor's degree","standard","completed",0.875811822383459,0.805939648195312,0.935816457728788,-0.787497897216938
"81","female","group C","bachelor's degree","free/reduced","completed",0.502881589156062,1.08239927320421,1.38973408808003,0.0659384615593784
"82","female","group C","some college","standard","none",0.397371024975449,0.174937974932667,0.197731426821413,1.21468448694436
"83","female","group E","high school","standard","completed",-0.447660706432143,-0.300529839602544,0.504783222447361,-0.341104936802694
"84","female","group C","some college","standard","none",-0.529031203300428,-0.797476295373134,-0.0348443577246951,0.671728905494189
"85","female","group D","some high school","standard","completed",0.00152722314805873,0.582536325597696,0.660942299744597,-0.365043020395473
"86","female","group D","some high school","free/reduced","completed",-1.73686742337536,-0.306650946699271,-0.265381959628427,0.713038143700545
"87","female","group B","associate's degree","free/reduced","completed",0.664418484963129,1.6271516629291,1.25704382543636,-0.285862551848439
"88","female","group A","high school","free/reduced","completed",0.686953118070822,1.31664739408257,1.12442577688931,-0.000588530621340743
"89","female","group A","some high school","standard","none",0.337714190858743,0.862743766202428,0.594746170379988,-1.4815315881653
"90","female","group E","high school","free/reduced","completed",-0.0294129301280202,0.354676208034687,0.661153298815343,-0.155231526656448
"91","female","group B","high school","free/reduced","completed",0.654286157825262,1.17510658954775,0.92962112352412,0.571919749067479
"92","female","group B","some high school","free/reduced","completed",-0.955934768094161,-0.229186219673016,0.263670921814974,-1.78026683867574
"93","female","group D","associate's degree","standard","none",-0.488176454469071,0.0416404367189662,-0.198359813803766,-0.520642258234533
"94","female","group A","some high school","free/reduced","none",-1.28626209017359,-0.647543555891691,-1.19302408416513,0.145144222639111
"95","female","group B","master's degree","free/reduced","completed",0.734947291486403,1.95671247416024,1.72256243807917,0.779597448475445
"96","female","group C","bachelor's degree","standard","completed",-0.452672101972133,-0.413361733026882,0.462584909430323,0.0363781892932378
"97","female","group D","bachelor's degree","free/reduced","none",-0.19870830983132,0.219829785247394,0.660931437183752,-0.649394787468074
"98","female","group E","high school","standard","none",2.15852320773551,1.62921586020419,1.4554990439836,1.58517804389899
"99","female","group B","some high school","free/reduced","none",-2.77317334314857,-2.14600333440975,-2.6987900312557,-0.456387927330899
"100","female","group C","some high school","standard","completed",-0.0920635675132888,0.384749878561464,0.602085333932182,0.0838905606326766
"101","female","group D","some high school","free/reduced","completed",0.177384672649151,1.17133911432234,0.874122494502997,0.136792339844273
"102","female","group C","high school","standard","none",-0.33328680103368,0.335622119737607,-0.308629002676725,0.0353998881414236
"103","female","group E","associate's degree","free/reduced","none",0.268740725741752,1.04197386035249,0.859569990388468,0.406628525811063
"104","female","group D","master's degree","standard","none",1.36997563121367,2.19821465826735,2.11761858685231,0.125831517479372
"105","female","group D","high school","standard","none",0.207774415304098,0.437971827437616,0.356224411778722,0.0709137224793643
"106","female","group B","high school","free/reduced","none",-1.06765233436663,-0.152286712331595,-0.332092649477197,-0.74679535359764
"107","female","group B","some high school","free/reduced","none",0.387014104033066,0.912311250754515,0.727145028203257,0.646348544993907
"108","female","group B","associate's degree","standard","completed",-0.330624779071239,1.21092011023411,1.2573660402017,1.08804012409716
"109","female","group D","high school","standard","none",-1.03239062927051,-0.184197335308445,-0.398470259578567,-0.40466761814284
"110","female","group B","bachelor's degree","standard","none",0.0289943417604449,1.1897326145029,0.99203113596682,-0.224355611844141
"111","female","group B","high school","standard","none",1.35675978528358,1.88039746134137,1.26612204594416,-0.725723328436
"112","female","group B","associate's degree","standard","none",-1.75676023687662,-1.44652320216496,-1.19301046612065,-0.137026365555291
"113","female","group E","high school","free/reduced","none",-0.148003180410182,-0.645982118664803,0.0521039442168638,-0.13151843323762
"114","female","group C","some college","standard","completed",0.284942587633599,1.37207063590727,1.36044999521199,0.549043834149764
"115","female","group C","some college","free/reduced","completed",-0.231512645575403,0.25302033988907,0.2007397495861,1.05844114109478
"116","female","group D","associate's degree","standard","none",-0.0702145792295204,-0.0145846115996768,0.134967440371345,-1.63319687911994
"117","female","group E","bachelor's degree","standard","none",-0.100907822757235,0.247613410040975,0.529237603560248,-2.07676598043581
"118","female","group C","some high school","free/reduced","completed",-2.46735888242776,-2.0634409591883,-1.45278301656004,1.0038848441449
"119","female","group E","associate's degree","free/reduced","completed",1.09340542517051,1.34839783376907,1.33528161666605,2.15186889058632
"120","female","group C","some high school","free/reduced","none",-1.17737307219085,-0.923551208019727,-1.12221347667516,1.99485285528203
"121","female","group C","some high school","standard","completed",0.628303749585881,1.3018290477212,1.12666171671299,-0.157123944740368
"122","female","group D","some high school","standard","none",0.105626857122328,0.115343542092097,0.462591582296428,-0.827703800338824
"123","female","group B","master's degree","free/reduced","completed",-0.55514737838364,0.467999807792095,0.664062009773408,-0.74262947701667
"124","female","group C","high school","free/reduced","none",-2.11114064337896,-1.94098694160002,-1.92136374480484,0.63645287702817
"125","female","group B","some high school","standard","none",-0.639731439964579,-0.0931940493161944,0.268099706861385,-0.0332938285068118
"126","female","group C","associate's degree","standard","none",-0.0340916106849382,0.561485541278304,0.329965858939561,-0.189142472637054
"127","female","group D","associate's degree","standard","completed",0.424891958947641,0.493780923486798,0.800063483470027,-0.926086185965364
"128","female","group C","bachelor's degree","free/reduced","completed",-0.00512144254048443,0.28670068737774,0.859621185242902,0.287455091164096
"129","female","group D","some college","standard","none",-0.0947855785636232,0.0341188126703206,0.365186330773538,-0.231881269732874
"130","female","group E","associate's degree","standard","none",-1.01090563707606,-1.20988600207774,-0.927526715560335,-0.37530870046726
"131","female","group B","some high school","standard","none",-1.9598991334716,-1.53198942913137,-1.30344560214187,1.43077626207257
"132","female","group B","high school","standard","none",0.963588544753661,1.51845555311062,1.39553843361657,-0.114825559878531
"133","female","group C","some college","standard","completed",1.42976979368068,1.79426941408598,1.72033538285685,0.41754457274466
"134","female","group E","some college","standard","none",2.23916171091498,1.75620482004075,1.91903848338658,0.280449270365215
"135","female","group B","bachelor's degree","standard","none",-0.966248697925487,-0.223241222677451,0.0650203387166749,0.233469442396661
"136","female","group D","associate's degree","standard","none",-0.11677057064329,0.48263930543182,0.396083627530973,-0.917016888821598
"137","female","group C","associate's degree","standard","none",-1.30713811419707,-0.746043319225131,-0.729534655076218,-0.787181291305896
"138","female","group B","some college","standard","none",1.07594119770448,1.0762645875565,1.25684570732689,1.28802088355321
"139","female","group C","associate's degree","standard","completed",0.616991784647868,0.783526433089605,1.45548395183367,0.539228704481612
"140","female","group D","high school","standard","none",0.812804024597366,0.869330788257561,0.793358355978531,0.00344696346149828
"141","female","group A","some college","free/reduced","none",-0.373909154335725,-0.698627785397374,-0.720845098512929,0.729145269715598
"142","female","group C","bachelor's degree","standard","none",-0.208584653452164,0.456445476888385,0.859674400145558,-1.12675219615668
"143","female","group C","high school","free/reduced","none",-2.07759366781282,-0.505265737262301,-0.924660521062662,-0.232114700502438
"144","female","group A","some college","standard","none",0.177361546346216,0.975849618291947,0.932040712542366,0.660233831608344
"145","female","group C","high school","standard","none",0.365967818124557,0.690386988787327,0.992010015808333,1.45540428609371
"146","female","group E","high school","standard","none",-1.0713873803802,-1.14086887253305,-1.38970695020515,-1.3453425470506
"147","female","group A","some college","standard","completed",0.363679848715124,0.727474297135702,0.928549871860757,0.0140100974561593
"148","female","group D","some high school","standard","none",-0.0743664967566538,0.839157857231638,0.859618670649025,0.148389653337888
"149","female","group D","some college","free/reduced","completed",-0.970028305034884,-0.568533636889727,-0.199761258654827,1.77303645424329
"150","female","group C","some college","free/reduced","none",-0.493158206248807,-0.509631414905651,-0.265881951935299,0.0820145973432426
"151","female","group B","high school","free/reduced","completed",0.0625162990834465,0.774635667700505,0.861778249013115,-0.77485943989397
"152","female","group D","some high school","standard","none",0.635197701275758,0.222054497138906,0.215766778401047,0.796294626652032
"153","female","group D","some high school","standard","completed",2.04594792136334,2.08946490689025,2.16286358962794,-1.22552260140892
"154","female","group C","associate's degree","standard","none",1.27034057166623,1.37243150229494,1.78920887632336,0.769095616638385
"155","female","group B","some high school","free/reduced","completed",-0.469729884480962,-0.431445968557895,-0.262966891694573,-0.0998497644341696
"156","female","group C","some high school","free/reduced","none",-1.44307088973009,-1.40928544998606,-1.12680281997186,-1.01810419002012
"157","female","group D","associate's degree","free/reduced","completed",-0.638074809034906,0.363507841015828,0.5285782264299,-0.856134453128557
